province,city,new_customer_count,orders,order_value,major_city,
Michigan,Troy,4,5,471.04,,
Colorado,Loveland,4,5,460.23,,
Wisconsin,Green Bay,5,5,456.15,,
Ohio,Painesville,3,5,455.97,,
Nebraska,Bellevue,5,5,455.3,,
California,Porter Ranch,3,5,454.58,,
Michigan,Gaylord,2,5,452.87,,
Virginia,Lynchburg,4,5,449.27,,
Connecticut,Waterford,3,5,444.44,,
Unknown Province,Veldhoven,1,5,433.1,,
Michigan,Fenton,4,5,429.36,,
Florida,MIAMI,5,5,426.89,,
Ohio,Sylvania,3,5,426.19,,
Missouri,Lee's Summit,5,5,425.83,,
California,Salida,2,5,423.8,,
New Hampshire,Windham,3,5,415.6,,
California,DAVIS,3,5,413.94,,
Michigan,Howell,3,5,412.2,,
Pennsylvania,Waymart,1,5,411.48,,
Massachusetts,chelsea,1,5,410.07,,
Washington,Fairchild AFB,2,5,409.89,,
Nevada,Gardnerville,2,5,408.33,,
Illinois,Fox River Grove,1,5,406.72,,
Maryland,Easton,2,5,401.72,,
Ohio,Brook Park,1,5,400.67,,
Texas,Conroe,4,5,399.39,,
Maryland,ROCKVILLE,4,5,397.3,,
Connecticut,Danbury,4,5,394.01,,
Georgia,Griffin,3,5,393.94,,
New York,Queensbury,4,5,391.92,,
Texas,College Station,4,5,389.04,,
Maine,Kittery,3,5,375.51,,
Massachusetts,Truro,4,5,368.16,,
Wisconsin,Appleton,3,5,366.09,,
Connecticut,fairfield,1,5,362.28,,
Minnesota,Sartell,2,5,358.09,,
Washington,Covington,2,5,340.23,,
Oregon,Springfield,4,5,337.09,,
Wisconsin,New Berlin,3,5,303.76,,
New York,New Suffolk,1,5,302.54,,
Florida,St. Cloud,1,5,290.09,,
New Jersey,Middletown,3,5,265.33,,
Oklahoma,Guthrie,2,5,261.5,,
Michigan,SALINE,1,5,256.31,,
Arkansas,Conway,4,5,253.98,,
Massachusetts,East Boston,2,5,242.89,,
Michigan,Grand rapids,1,4,4077.23,,
Unknown Province,Krakow,1,4,4011.6,,
Florida,Oxford,2,4,3180.97,,
California,Rohnert Park,3,4,2194.5,,
New York,Hartsdale,2,4,1775.51,NYC,
Unknown Province,Riyadh,3,4,1738.67,,
Pennsylvania,Laporte,1,4,1550.5,,
Utah,SLC,4,4,1541.01,,
California,venice,3,4,1454.75,LA,
Massachusetts,NANTUCKET,2,4,1449.33,,
Unknown Province,Zürich,3,4,1448.7,,
Texas,Tuscola,1,4,1424.48,,
North Carolina,Southern Shores,1,4,1397.55,,
New Jersey,Asbury Park,4,4,1379.2,,
Texas,ROUND ROCK,2,4,1338.04,,
Unknown Province,Münster,1,4,1336.63,,
Washington,Mountlake Terrace,3,4,1322.21,,
Washington,La Conner,3,4,1310.67,,
Pennsylvania,Lansdale,2,4,1289.85,,
Oregon,Drain,2,4,1232.4,,
California,Tehachapi,2,4,1231.13,,
Ciudad de México,Mexico City,2,4,1229.22,,
New Hampshire,Nashua,4,4,1174.01,,
Georgia,Canton,2,4,1167.23,,
New Jersey,Long Branch,2,4,1153.15,,
Illinois,Barrington,4,4,1142.33,CHI,
California,Forestville,3,4,1127.25,,
Florida,Port St. Lucie,3,4,1116.08,,
California,Studio city,4,4,1093.03,LA,
Michigan,Rochester Hills,4,4,1092.44,,
Georgia,Palmetto,4,4,1072.78,,
Pennsylvania,Millersville,1,4,1062.13,,
Victoria,Kew,2,4,1052.85,,
Florida,Tarpon Springs,3,4,1037.3,,
Texas,Prosper,3,4,1031.54,,
Massachusetts,Great Barrington,4,4,1025.15,,
Iowa,Johnston,3,4,1022.25,,
Illinois,Worden,1,4,1002.56,,
California,REDWOOD CITY,2,4,972.24,SF,
Minnesota,Fergus Falls,2,4,957.94,,
California,san clemente,2,4,947.09,,
Hawaii,WAIALUA,1,4,946.57,,
Pennsylvania,North Wales,4,4,945.18,,
Utah,Cedar City,2,4,943,,
Virginia,Dulles,2,4,939.8,,
North Carolina,Cashiers,1,4,939.31,,
Indiana,Valparaiso,2,4,934.78,,
Arizona,Surprise,2,4,930.76,,
Connecticut,New Hartford,1,4,913.13,,
California,albion,1,4,912.24,,
Maryland,Oxford,2,4,908.81,,
Massachusetts,Sheffield,2,4,908.71,,
Pennsylvania,Quakertown,3,4,907.33,,
Connecticut,Southport,4,4,900.77,,
New York,Bellmore,3,4,900.37,NYC,
California,Santa Fe Springs,3,4,899.27,LA,
New York,Massapequa,2,4,890.84,NYC,
Florida,Surfside,3,4,885.74,,
California,Highland,1,4,885.02,,
Massachusetts,Osterville,3,4,882.41,,
Vermont,Orwell,1,4,875.4,,
New South Wales,Paddington,2,4,873.88,,
Washington,Port Angeles,3,4,872.76,,
California,Oak PArk,1,4,866.71,LA,
Mississippi,Jackson,3,4,862.45,,
Wisconsin,Holmen,3,4,858.59,,
New York,Schenectady,4,4,856.07,,
Virginia,Sterling,3,4,851.51,,
Tennessee,Cookeville,4,4,848.88,,
California,Pico Rivera,2,4,841,LA,
Alaska,Juneau,2,4,836.28,,
California,WEST HILLS,2,4,832.02,LA,
Connecticut,North Haven,1,4,831.6,,
California,Riverbank,2,4,829.32,,
Massachusetts,Easton,2,4,821.92,,
California,marina del rey,1,4,820.89,LA,
Michigan,Sterling Heights,2,4,817.56,,
Illinois,Lincolnshire,2,4,813.23,CHI,
New Jersey,Oradell,3,4,811.88,,
Ohio,Clearcreek TWP,1,4,810.1,,
California,Temple City,2,4,807.16,LA,
California,Pomona,3,4,805.64,LA,
Virginia,Mclean,2,4,796.22,,
Michigan,Beverly Hills,4,4,789.05,,
Nebraska,Papillion,2,4,788.68,,
California,GOLETA,1,4,788.11,,
New Jersey,WATCHUNG,1,4,786.42,,
Michigan,Grosse Pointe Farms,4,4,784.39,,
South Carolina,Taylors,1,4,783.65,,
Washington,Normandy Park,4,4,783.18,,
Florida,Winter Springs,3,4,782.15,,
Maryland,Lanham,3,4,779.54,,
Texas,Montgomery,4,4,777.72,,
New York,Wappingers Falls,3,4,777.69,,
Alabama,Decatur,1,4,776.6,,
Texas,Fulshear,2,4,775.24,,
England,folkestone,1,4,773.33,,
Utah,South Salt Lake,4,4,770.26,,
Florida,The Villages,2,4,767.49,,
California,Corona Del Mar,4,4,766.27,LA,
California,SUNNYVALE,1,4,766.16,SF,
California,Shafter,2,4,754.98,,
Georgia,Albany,2,4,753.7,,
New York,Island Park,2,4,745.78,NYC,
Arizona,Oro Valley,3,4,743.03,,
Tennessee,Old Hickory,2,4,742.54,,
Texas,Humble,3,4,740.8,,
Arkansas,Roland,1,4,740.38,,
New York,Baldwin,4,4,738.73,NYC,
Massachusetts,Yarmouth,4,4,738.1,,
Massachusetts,Dover,3,4,737.59,,
New York,ROCHESTER,2,4,736.6,,
California,Diablo,3,4,734.16,SF,
California,Norco,2,4,733.39,LA,
Maryland,Pasadena,3,4,731.39,,
California,Bayside,2,4,730.57,,
New Hampshire,Keene,3,4,728.5,,
Hawaii,Waikoloa Village,2,4,726.94,,
Vermont,Grand Isle,1,4,721.75,,
Utah,Mapleton,2,4,719.62,,
Florida,Inlet Beach,3,4,716.56,,
Maryland,Reisterstown,1,4,716.31,,
New York,Amityville,3,4,716.07,,
Massachusetts,Palmer,1,4,715.19,,
Wyoming,Sheridan,3,4,713.08,,
New York,North Tonawanda,2,4,711.57,,
California,San Martin,3,4,709.9,,
California,Sherman oaks,4,4,709.05,,
Victoria,Thornbury,4,4,708.28,,
Vermont,Richmond,3,4,706.73,,
New Jersey,Ocean,3,4,704.73,,
Wisconsin,Merrill,2,4,700.76,,
Utah,Kamas,2,4,700.19,,
Massachusetts,Williamstown,3,4,690.51,,
Idaho,Pocatello,3,4,690.3,,
New York,East Chatham,2,4,688.81,,
New York,Smithtown,4,4,688.32,,
New York,Roslyn Heights,2,4,686.58,,
Montana,Columbia Falls,3,4,686.48,,
Delaware,Millsboro,2,4,683.9,,
Illinois,Skokie,3,4,682.76,,
Oregon,La Grande,2,4,682.13,,
California,SAN ANSELMO,3,4,675.75,,
Georgia,tybee island,1,4,675.51,,
Massachusetts,Marshfield,4,4,675.25,,
Wisconsin,Franklin,4,4,674.82,,
Washington,Federal Way,4,4,671.5,,
Delaware,Hockessin,4,4,669.48,,
New Hampshire,Jaffrey,1,4,667.73,,
North Carolina,Morrisville,3,4,665.75,,
California,Woodside,4,4,664.14,,
Florida,Coral Springs,2,4,663.56,,
Connecticut,Newtown,3,4,663.33,,
Alabama,Mountain Brook,3,4,658.55,,
North Carolina,WINSTON SALEM,2,4,652.99,,
California,long beach,3,4,649.23,,
California,SAN JOSE,3,4,645.89,,
Maine,Yarmouth,4,4,636.12,,
Texas,Bulverde,3,4,632.79,,
Scotland,Edinburgh,1,4,632.06,,
Florida,North Bay Village,2,4,623.96,,
Colorado,Empire,2,4,623.92,,
West Virginia,Huntington,3,4,621.43,,
California,oceanside,2,4,618.97,,
Maryland,Cockeysville,3,4,618.97,,
California,SAN RAFAEL,3,4,615.21,,
Washington,VASHON,1,4,614.6,,
Illinois,Woodridge,4,4,612.27,,
California,Twentynine Palms,4,4,611.65,,
Wisconsin,Sobieski,2,4,606.52,,
Massachusetts,Springfield,4,4,605.05,,
California,La Habra,4,4,603.86,,
Utah,West Jordan,3,4,601.61,,
California,Santa Barbra,1,4,601.02,,
Alabama,GURLEY,1,4,599.9,,
Minnesota,Brooklyn Park,2,4,597.98,,
New York,Patchogue,3,4,596.36,,
Idaho,Moscow,4,4,595.26,,
Tennessee,nashville,4,4,594.63,,
Florida,Miami Shores,4,4,591.86,,
Massachusetts,Lincoln,3,4,588.48,,
North Carolina,Arden,4,4,587.59,,
New Hampshire,Newmarket,3,4,580.53,,
Pennsylvania,Camp Hill,3,4,579.38,,
North Carolina,Fairview,4,4,578.7,,
Virginia,Roanoke,4,4,577.66,,
California,Lomita,2,4,574.31,,
Pennsylvania,PITTSBURGH,4,4,571.89,,
New York,Webster,4,4,570.38,,
Maine,North Berwick,1,4,570.28,,
Arkansas,Heber Springs,2,4,566.05,,
California,WEST COVINA,2,4,565.36,,
Utah,Ogden,4,4,565.15,,
Massachusetts,Westborough,4,4,565.05,,
Iowa,Marion,3,4,564.98,,
Maryland,Davidsonville,3,4,564.78,,
Wisconsin,Middleton,3,4,560.98,,
California,Tahoe Vista,2,4,560.29,,
Minnesota,Crystal,2,4,558.03,,
Maryland,Bowie,4,4,556.03,,
California,La Puente,4,4,555.64,,
Pennsylvania,Warrington,2,4,555.62,,
Illinois,Hoffman Estates,2,4,555.3,,
New Jersey,Voorhees Township,3,4,555.26,,
New York,Old Westbury,3,4,551.82,,
Pennsylvania,Lebanon,3,4,550.93,,
North Carolina,Leicester,4,4,549.68,,
California,Valley Center,4,4,547.51,,
Arizona,Clarkdale,2,4,547.46,,
Utah,Midway,4,4,545.72,,
New Jersey,Moorestown,2,4,542.93,,
Illinois,Glencoe,3,4,542.77,,
Virginia,Salem,3,4,541.34,,
South Carolina,Tega Cay,1,4,539.73,,
Washington,Neah Bay,1,4,535.95,,
Massachusetts,SOMERVILLE,4,4,535.76,,
New Jersey,Chatham Township,3,4,533.75,,
New Jersey,Haddon Township,3,4,529.62,,
New Jersey,Demarest,3,4,528.45,,
Georgia,Waverly Hall,1,4,527.03,,
Pennsylvania,Phoenixville,3,4,526.71,,
Washington,Silverdale,3,4,523.95,,
Vermont,Stowe,4,4,522.85,,
Michigan,PETOSKEY,1,4,522.11,,
Maryland,Olney,4,4,519.09,,
California,Crescent City,2,4,518.65,,
Texas,Little Elm,2,4,518.57,,
Virginia,Harrisonburg,2,4,517.36,,
Michigan,Grosse Pointe Park,4,4,514.8,,
New Jersey,Edison,2,4,513.65,,
New Jersey,Scotch Plains,3,4,510.15,,
Oklahoma,OKLAHOMA CITY,3,4,507.26,,
Connecticut,shelton,1,4,504.63,,
Washington,Wenatchee,4,4,503.89,,
New Jersey,West New York,3,4,501.8,,
Armed Forces Europe,APO,3,4,501.68,,
Maryland,Lutherville-Timonium,4,4,500.96,,
California,Fillmore,4,4,500.64,,
Massachusetts,Lee,2,4,499.88,,
Washington,Indianola,2,4,495.88,,
California,LARKSPUR,1,4,494.39,,
Virginia,Aldie,4,4,493.37,,
New York,The Bronx,1,4,492.55,,
Missouri,COLUMBIA,3,4,490.88,,
Massachusetts,Amesbury,3,4,490.85,,
New Jersey,Fair Lawn,2,4,490.35,,
New Jersey,Secaucus,3,4,490.13,,
Ohio,COLUMBUS,3,4,486.24,,
Pennsylvania,Clarks Summit,2,4,486.08,,
New Jersey,Hamilton Township,3,4,485,,
New York,New Paltz,3,4,484.91,,
New York,High Falls,2,4,481.54,,
Massachusetts,Framingham,3,4,481.45,,
New York,Orchard Park,4,4,480.21,,
New Hampshire,Londonderry,4,4,478.93,,
Pennsylvania,Lewisburg,3,4,478.28,,
Minnesota,Eagan,4,4,477.93,,
Maine,Durham,1,4,477.05,,
Maryland,Prince Frederick,2,4,474.87,,
Illinois,Streamwood,1,4,474.06,,
Ohio,Mansfield,3,4,472.35,,
New York,Mattituck,4,4,472.3,,
Colorado,Monument,2,4,472.29,,
Florida,Alachua,3,4,471.15,,
New Jersey,Neptune City,3,4,469.51,,
North Carolina,Belmont,2,4,468.85,,
New York,Farmingdale,4,4,466.56,,
Minnesota,New Brighton,3,4,466.16,,
Alabama,Fairhope,3,4,463.83,,
Connecticut,New Britain,2,4,462.71,,
Maryland,Towson,3,4,462.55,,
Ohio,Lyndhurst,2,4,461.41,,
Illinois,Oak Lawn,3,4,457.4,,
New York,Southold,2,4,455.77,,
Virgin Islands,St john,1,4,454.98,,
Connecticut,FAIRFIELD,2,4,453.86,,
California,Wildomar,3,4,453.5,,
Georgia,Lyerly,1,4,451.29,,
Minnesota,Morris,3,4,451.26,,
Florida,Winter Garden,3,4,449.45,,
Texas,Buda,4,4,448.21,,
Hawaii,Kapaa,2,4,447.28,,
New York,Elizaville,2,4,445.15,,
Pennsylvania,Ambler,4,4,440.83,,
Massachusetts,Braintree,3,4,436.28,,
Hawaii,Kaneohe,4,4,435.98,,
Pennsylvania,Downingtown,3,4,435.3,,
Ohio,Springboro,1,4,434.89,,
California,NEWPORT BEACH,3,4,434.72,,
Michigan,Canton,2,4,430.73,,
New York,Lindenhurst,2,4,429.78,,
New Jersey,Roseland,2,4,428.07,,
Massachusetts,Westfield,2,4,427.93,,
Washington,Winthrop,3,4,427.84,,
Wisconsin,Sheboygan,3,4,427.68,,
Michigan,Grosse Pointe Woods,3,4,426.58,,
Texas,Beaumont,4,4,426.52,,
Pennsylvania,Chester Springs,3,4,424.56,,
Ohio,Beavercreek,2,4,424.51,,
Minnesota,Saint Louis Park,2,4,423.94,,
Utah,Centerfield,1,4,422.02,,
California,Playa del Rey,4,4,421.77,,
Florida,Marco Island,2,4,421.34,,
California,MCKINLEYVILLE,1,4,420.73,,
New Jersey,Atco,2,4,420.03,,
Virginia,Newport News,4,4,419.58,,
Tennessee,Cleveland,2,4,419.39,,
California,CULVER CITY,2,4,418.44,LA,
Connecticut,GREENWICH,2,4,414.6,,
Ohio,Youngstown,4,4,411.99,,
Washington,Duvall,3,4,410.01,,
California,Northridge,4,4,408.5,,
Oregon,Tualatin,4,4,403.78,,
Ohio,CINCINNATI,4,4,402.4,,
Massachusetts,Hyde Park,2,4,401.9,,
California,BURBANK,1,4,397.41,,
Florida,Key Largo,1,4,397.21,,
Pennsylvania,Aston,2,4,396.35,,
Ohio,Oberlin,2,4,395.07,,
Wyoming,Laramie,3,4,393.76,,
Hawaii,Lihue,3,4,393.39,,
Arizona,Cottonwood,2,4,389.65,,
Illinois,Macomb,3,4,389.06,,
Wisconsin,Cedarburg,2,4,386.94,,
Maine,Lewiston,3,4,385.44,,
Missouri,Webster Groves,3,4,384.98,,
Colorado,Paonia,4,4,384.89,,
California,Blue Jay,2,4,379.52,,
Illinois,Schaumburg,4,4,378.3,,
California,Visalia,4,4,374.46,,
Washington,Kingston,2,4,372.46,,
Pennsylvania,Saegertown,1,4,372.2,,
Minnesota,Richfield,4,4,366.73,,
Pennsylvania,Mechanicsburg,4,4,365.51,,
Florida,Seminole,3,4,363.87,,
Illinois,Aurora,4,4,361.52,,
Hawaii,Waipahu,3,4,360.91,,
California,Los Alamos,4,4,359.48,,
California,Ross,3,4,359.29,,
Iowa,Princeton,2,4,358.5,,
Illinois,PEORIA,2,4,355.65,,
Missouri,Liberty,2,4,354.45,,
California,Buellton,4,4,352.53,,
Utah,North Logan,2,4,349.91,,
Texas,Corinth,3,4,348.37,,
California,Bonita,3,4,346.86,,
Washington,Prosser,1,4,342.71,,
California,Spring Valley,3,4,341.31,,
Pennsylvania,York,3,4,340.7,,
Tennessee,Shelbyville,2,4,338.65,,
New Jersey,Plainsboro,3,4,337.65,,
Rhode Island,Middletown,3,4,337.1,,
Ohio,MENTOR,1,4,336.53,,
Oregon,Gladstone,1,4,335.53,,
New Hampshire,Bedford,2,4,333.68,,
New Jersey,Marlton,4,4,332.86,,
Minnesota,Golden Valley,3,4,332.17,,
Florida,PENSACOLA,1,4,332.07,,
Tennessee,Clarksville,2,4,326.7,,
Unknown Province,Ramat Yohanan,1,4,325.98,,
Illinois,Willowbrook,3,4,324.55,,
Oregon,Corbett,2,4,324.31,,
Pennsylvania,Newtown Square,3,4,318.9,,
California,La Verne,3,4,317.46,,
Indiana,Noblesville,3,4,317.3,,
Connecticut,Shelton,4,4,316.55,,
Washington,Walla Walla,2,4,316.07,,
Illinois,Cary,3,4,312.63,,
Missouri,Cape Girardeau,2,4,312,,
Connecticut,Plantsville,1,4,310.72,,
Colorado,Timnath,3,4,307.66,,
New York,Melville,3,4,304.57,,
New Jersey,East Orange,3,4,302.9,,
New York,Olean,3,4,300.48,,
Maine,Cumberland Center,2,4,296.81,,
Pennsylvania,Lock Haven,1,4,296.58,,
New Jersey,Woodland Park,3,4,292.19,,
Florida,Pinecrest,2,4,289.33,,
New Jersey,Clayton,1,4,283.98,,
Washington,Pullman,2,4,278.15,,
Massachusetts,Pittsfield,4,4,273.31,,
California,Santa paula,1,4,270.86,,
Maine,Cape Elizabeth,2,4,268.84,,
California,La Canada,2,4,268.16,,
Minnesota,Apple Valley,3,4,267.42,,
Oregon,Dallas,1,4,261.5,,
Arkansas,Hot Springs,3,4,260.71,,
Alabama,Homewood,3,4,255.93,,
Michigan,Benzonia,2,4,254.04,,
Colorado,boulder,2,4,251.2,,
Colorado,Greenwood Village,4,4,250.39,,
Louisiana,Lake Charles,4,4,249.03,,
Iowa,Sioux City,2,4,232.11,,
New Jersey,Tinton Falls,4,4,230.51,,
New York,Briarcliff Manor,3,4,198.02,,
Vermont,Randolph,3,4,192.73,,
New York,Brookyn,1,4,152.48,,
New Jersey,Ocean City,3,4,150,,
Georgia,Hiawassee,1,4,148.74,,
Texas,Bryan,3,4,146.41,,
Florida,Sewalls Point,1,4,121.32,,
New York,Easthampton,2,4,87.59,,
Oregon,Baker City,1,4,84.96,,
California,Pleasant hill,1,4,53.07,,
California,TRUCKEE,1,3,1826.23,,
British Columbia,Burnaby,3,3,1631.88,,
Florida,Islamorada,1,3,1503.94,,
Kowloon,Tai Kok Tsui,2,3,1489.35,,
Florida,West Palm,1,3,1468.03,,
Florida,Freeport,2,3,1428.47,,
British Columbia,West Vancouver,3,3,1394.86,,
South Carolina,Boiling Springs,1,3,1173.13,,
Colorado,edwards,2,3,1170.78,,
New Jersey,Martinsville,3,3,1108.33,,
Connecticut,Cromwell,3,3,1100.1,,
Arizona,Lakeside,1,3,1086.63,,
Pennsylvania,Moon,1,3,1086.55,,
Florida,Highland Beach,3,3,1043.23,,
California,Lake Sherwood,2,3,1035.69,LA,
Victoria,CLARINDA;VIC,1,3,1030.41,,
Virginia,Orange,2,3,1013.39,,
Maine,Rockport,3,3,1004.69,,
Ohio,North Canton,2,3,1000.64,,
Ohio,Bellefontaine,1,3,996.64,,
Tennessee,Sweetwater,1,3,983.75,,
Georgia,Lilburn,3,3,972.94,,
Ohio,Maumee,2,3,969.89,,
Massachusetts,Plainville,2,3,936.5,,
California,beverly hills,1,3,929.88,LA,
California,Pittsburg,1,3,929.82,SF,
Minnesota,North Oaks,2,3,923.36,,
Unknown Province,Taipei,3,3,914.85,,
Alberta,Hay Lakes,1,3,903.95,,
Idaho,Hayden,3,3,898.3,,
New Jersey,Lebanon,3,3,894.77,,
New Jersey,BAYONNE,1,3,888.5,,
Nebraska,OMAHA,3,3,887.8,,
New York,Glen Cove,3,3,873.32,NYC,
Pennsylvania,Penn Valley,2,3,864.18,,
Colorado,Frisco,1,3,860.27,,
New South Wales,Umina Beach,3,3,855.81,,
Victoria,Melbourne,3,3,834.5,,
Ontario,Bath,1,3,830,,
New Jersey,Glen Ridge,3,3,792.35,,
Colorado,Franktown,1,3,787.93,,
Washington,SAMMAMISH,3,3,784.23,,
Texas,Hico,1,3,771.38,,
Maine,Gorham,2,3,768.35,,
Pennsylvania,Audubon,2,3,767.3,,
Florida,Bal Harbour,2,3,766.03,,
New York,Jericho,2,3,757.64,NYC,
Maine,Ellsworth,1,3,757.18,,
Minnesota,White Bear Lake,3,3,756.77,,
California,Beverly hills,1,3,756.14,LA,
Indiana,Uniondale,3,3,755.71,,
Florida,St Pete,1,3,751.67,,
California,Redway,2,3,747.65,,
Hong Kong Island,Tai hang,2,3,746.7,,
California,Grover Beach,3,3,742.3,,
Kansas,Westwood,1,3,738.1,,
Massachusetts,Medway,2,3,736.5,,
Massachusetts,Marlborough,2,3,734.6,,
Connecticut,Easton,2,3,723.65,,
Utah,Alta,1,3,723.13,,
Washington,Beaux Arts Village,1,3,722.61,,
Colorado,"Boulder, CO",1,3,722.61,,
New York,Jamesville,2,3,719.85,,
Pennsylvania,Ottsville,1,3,719.45,,
Alabama,Wetumpka,1,3,717.9,,
Maine,Bangor,2,3,717.39,,
New Jersey,Colts Neck,3,3,716.5,,
North Carolina,New Bern,1,3,716.32,,
Washington,Wilkeson,1,3,713.71,,
Illinois,Brookfield,3,3,713.3,,
Illinois,Lincolnwood,3,3,711.28,,
Michigan,Mason,2,3,710.84,,
Maine,Maine,1,3,710.34,,
Illinois,Island Lake,1,3,706.44,,
Ohio,Kettering,3,3,706.31,,
South Australia,HAZELWOOD PARK,1,3,702.76,,
Pennsylvania,Langhorne,3,3,701.96,,
New York,Hempstead,2,3,701.92,,
British Columbia,Port Coquitlam,1,3,701.14,,
California,EL GRANADA,1,3,699.34,,
California,Huntington beach,1,3,697.84,,
New York,Bellport,2,3,694.29,,
Hawke's Bay,Hastings,1,3,693.9,,
California,Olympic Valley,2,3,690.37,,
Arkansas,Siloam Springs,2,3,689.95,,
New York,South Salem,3,3,687.47,,
California,Laguna Woods,2,3,686.19,,
California,Gualala,3,3,683.06,,
Colorado,Windsor,2,3,680.05,,
Ohio,Euclid,1,3,678.7,,
Illinois,West Chicago,2,3,676.34,,
New York,Halesite,2,3,673.22,,
Florida,Holmes Beach,1,3,670.65,,
Texas,Mission,2,3,670.58,,
British Columbia,Delta,1,3,668.99,,
New South Wales,Tamarama,2,3,668.7,,
California,Canoga Park,3,3,667.49,,
California,North Hills,3,3,664.2,,
New York,Lloyd Harbor,2,3,663.86,,
California,Madera,2,3,659.42,,
Colorado,Hesperus,2,3,659.25,,
New York,Malden on Hudson,1,3,657.08,,
North Carolina,Concord,3,3,655.51,,
Ontario,Mississauga,2,3,650.94,,
California,Pine Mountain Club,1,3,650.85,,
New York,Bedford Hills,3,3,647.74,,
Tasmania,Kingston Beach,1,3,645.11,,
Texas,Rosharon,1,3,641.09,,
New South Wales,Leichhardt,2,3,639.8,,
New Jersey,Waldwick,2,3,633.22,,
New Mexico,Farmington,2,3,633.12,,
Indiana,Nashville,3,3,631.45,,
Connecticut,greenwich,2,3,630.65,,
Kentucky,Goshen,2,3,628.35,,
Oregon,Boring,1,3,626.45,,
Hong Kong Island,Hong Kong,1,3,618.8,,
New York,East Moriches,2,3,618.12,,
California,Artesia,1,3,615.57,,
North Carolina,Kannapolis,2,3,614.62,,
Victoria,Preston,2,3,612.9,,
California,Menifee,2,3,612.62,,
Texas,Converse,3,3,612.54,,
Illinois,Des Plaines,3,3,611.41,,
Minnesota,Elko New Market,3,3,609.68,,
New York,NEW YORK CITY,3,3,608.46,,
Vermont,burlington,2,3,608.25,,
Michigan,birmingham,2,3,607.23,,
Massachusetts,Mansfield,1,3,607.06,,
New Jersey,Sparta,2,3,605.3,,
New York,Clifton Park,2,3,603.89,,
Massachusetts,Norwell,3,3,603.88,,
Washington,Longview,2,3,603.48,,
Wyoming,Devils Tower,1,3,602.23,,
New York,babylon,1,3,601.8,,
California,Carmel Valley,2,3,601.19,,
Illinois,Springfield,2,3,600.11,,
California,OCEANSIDE,1,3,599.74,,
Ohio,Steubenville,2,3,598.31,,
Indiana,Zionsville,3,3,598.17,,
Florida,Cocoa Beach,2,3,597.8,,
New Jersey,Manasquan,1,3,597,,
Ontario,Barrie,3,3,594.51,,
Victoria,Seddon,2,3,591.85,,
New Hampshire,Freedom,1,3,588.06,,
Saskatchewan,Regina,3,3,586.86,,
Oklahoma,Mounds,1,3,586.75,,
California,Long beach,3,3,585.11,,
Ohio,Hilliard,3,3,583.48,,
South Carolina,Summerville,3,3,583.38,,
Oregon,Fossil,1,3,581.25,,
New York,Freeville,2,3,576.75,,
Connecticut,mystic,1,3,575.62,,
Pennsylvania,Mars,3,3,575.15,,
Wisconsin,Janesville,3,3,574.98,,
New York,Kenmore,2,3,574.91,,
Minnesota,Lake Elmo,3,3,573.6,,
Colorado,Fountain,1,3,572.45,,
Virginia,Wise,1,3,570.64,,
Pennsylvania,Telford,1,3,570.48,,
Florida,Port Charlotte,2,3,570.1,,
British Columbia,Bowen Island,2,3,569.83,,
California,Capistrano Beach,2,3,569.03,,
California,"Los Angeles, CA",1,3,563.99,LA,
Pennsylvania,Dallas,3,3,563.6,,
Texas,FORT WORTH,2,3,558.54,,
California,DANA POINT,1,3,558.14,,
New Jersey,Far Hills,3,3,555.93,,
Wisconsin,Jackson,2,3,555.33,,
Victoria,Fitzroy,3,3,555.15,,
North Carolina,Carolina Beach,3,3,554.39,,
Hong Kong Island,Repulse Bay,2,3,553.1,,
Australian Capital Territory,Ainslie,1,3,551.08,,
Ontario,Navan,1,3,548.07,,
Washington,Tukwila,3,3,547.77,,
Ohio,Pataskala,2,3,547.49,,
Dubai,Al wasl,1,3,541.78,,
Hawaii,Holualoa,3,3,540.25,,
California,mill valley,2,3,539.28,,
Ohio,Worthington,2,3,538.2,,
California,Cathedral City,3,3,537.48,,
New Jersey,Hopewell,3,3,536.04,,
South Carolina,Isle of Palms,3,3,530.9,,
Alberta,calgary,1,3,530.6,,
Alabama,Boaz,2,3,530.6,,
Indiana,Columbia City,1,3,529.71,,
Massachusetts,Waban,2,3,525.35,,
North Carolina,Garner,1,3,524.06,,
New York,Bovina Center,2,3,523.95,,
Arizona,Litchfield Park,2,3,523.64,,
New South Wales,Mosman,3,3,522.7,,
New Jersey,Bayville,1,3,522.19,,
New York,Westbury,1,3,521.04,,
California,MOUNTAIN VIEW,2,3,520.96,,
Pennsylvania,Dillsburg,2,3,519.28,,
Illinois,Elmhurst,3,3,518.83,,
Tennessee,Johnson City,3,3,516.77,,
Virginia,Warrenton,2,3,514.82,,
Massachusetts,North Dartmouth,1,3,514.35,,
New York,Shokan,1,3,513.13,,
Pennsylvania,Erdenheim,2,3,512.52,,
South Carolina,Myrtle Beach,3,3,511.1,,
Illinois,Bartlett,2,3,509.68,,
North Carolina,Kill Devil Hills,3,3,509.56,,
Wisconsin,Oconomowoc,2,3,507.74,,
New Jersey,Parsippany-Troy Hills,2,3,507.7,,
New Jersey,Shrewsbury,1,3,505.5,,
Massachusetts,WATERTOWN,1,3,504.53,,
Illinois,Groveland,1,3,503.22,,
Wisconsin,MILWAUKEE,2,3,501.15,,
