province,city,new_customer_count,orders,order_value,major_city,
Colorado,Pueblo West,2,2,278.99,,
Oregon,HOOD RIVER,2,2,278.55,,
Vermont,Chelsea,1,2,278,,
New York,Glen Oaks,1,2,277.7,,
Arkansas,LR,1,2,277.7,,
Maine,Blue Hill,2,2,277.15,,
New South Wales,Katoomba,1,2,276.13,,
New South Wales,ALEXANDRIA,1,2,276,,
Tennessee,Mount Pleasant,1,2,275.81,,
South Carolina,Mt Pleasant,2,2,275.7,,
Texas,Northlake,2,2,275.3,,
Ohio,Bexley,2,2,275.22,,
California,Loma Mar,1,2,275.21,,
Kentucky,Auburn,1,2,275.1,,
South Carolina,ROCK HILL,1,2,274,,
Tennessee,Kingsport,2,2,274,,
New Jersey,Bergenfield,2,2,273.33,,
Virginia,Abingdon,2,2,273.31,,
New Hampshire,Hudson,2,2,273.2,,
Queensland,Glenlee,1,2,272.98,,
Kentucky,Paducah,2,2,272.9,,
Maine,UNITY,2,2,271.78,,
Pennsylvania,Allison Park,2,2,271.73,,
California,UNION CITY,2,2,271.65,,
Texas,Yoakum,2,2,271.55,,
New Jersey,montclair,1,2,270.7,,
Connecticut,Wethersfield,2,2,270.5,,
Wisconsin,Waukesha,2,2,270.45,,
Virginia,Zion Crossroads,2,2,270.24,,
Alaska,JBER,1,2,270,,
West Virginia,Bluefield,1,2,269.98,,
Florida,TAMPA,1,2,269.51,,
Wisconsin,Deforest,2,2,269.36,,
Connecticut,Unionville,2,2,269.18,,
North Carolina,Lewisville,2,2,269.04,,
Illinois,Justice,1,2,269.03,,
New Jersey,Florham Park,2,2,268.98,,
Colorado,LAFAYETTE,1,2,268.96,,
New Jersey,Allenhurst,2,2,268.7,,
Ohio,Willoughby,2,2,268.57,,
Indiana,Westfield,2,2,268.33,,
New Jersey,Belle Mead,2,2,268.13,,
Massachusetts,Millbury,1,2,267.7,,
Massachusetts,Danvers,2,2,267.13,,
Washington,Lopez Island,2,2,267.13,,
New York,171 S Portland Ave 3B,1,2,267.02,,
Florida,Lantana,2,2,266.88,,
New York,Carmel,2,2,266.74,,
South Carolina,charleston,2,2,266.13,,
New South Wales,Pyrmont,2,2,265.98,,
Wisconsin,River Falls,2,2,265.79,,
New Jersey,Point Pleasant Beach,2,2,265.55,,
Florida,New Smyrna Beach,2,2,265.44,,
Michigan,Manistee,1,2,265.16,,
Oklahoma,owasso,1,2,265,,
California,LA MESA,2,2,264.78,,
Louisiana,baton rouge,1,2,264.73,,
New Hampshire,Bow,2,2,264.3,,
New Jersey,Deal,1,2,263.95,,
Wisconsin,Cottage Grove,2,2,263.49,,
New York,King Ferry,2,2,263.03,,
Kentucky,LEXINGTON,2,2,262.98,,
Colorado,Peyton,1,2,262.75,,
Michigan,Clinton Twp,1,2,262.47,,
Montana,Bigfork,2,2,262.35,,
Wisconsin,Greendale,2,2,261.94,,
Indiana,INDIANAPOLIS,2,2,261.87,,
Virginia,Winchester,1,2,261.27,,
California,Fort Irwin,2,2,261.23,,
Hawaii,KEKAHA,1,2,260.21,,
Connecticut,West Haven,2,2,259.95,,
Minnesota,orono,1,2,259.93,,
Massachusetts,East Falmouth,1,2,259.2,,
Maryland,UNIVERSITY PARK,1,2,259.19,,
Washington,Anacortes,2,2,258.99,,
Utah,Heber City,2,2,258.86,,
Wisconsin,Hales Corners,1,2,258.49,,
Wisconsin,Okauchee Lake,2,2,258,,
California,Mckinleyville,1,2,257.63,,
California,"Walnut Creek, CA",1,2,257.51,,
Connecticut,Bridgewater,1,2,257.13,,
North Carolina,ROANOKE RAPIDS,1,2,256.46,,
Georgia,Doraville,1,2,256.15,,
Louisiana,Ruston,2,2,255.35,,
California,Montrose,2,2,255.15,,
New Jersey,Woodbridge Township,2,2,255.05,,
Hawaii,Hale'iwa,1,2,254.46,,
Virginia,Crozet,2,2,254.4,,
Dublin,Dublin 6,1,2,253.95,,
Florida,tallahassee,2,2,253.37,,
Hawaii,KAPAA,2,2,253.36,,
Colorado,Mountain Village,1,2,253.33,,
Missouri,Independence,1,2,253.15,,
Florida,Oldsmar,2,2,252.76,,
Tennessee,Jackson,2,2,252.59,,
Montana,Lewistown,2,2,252.35,,
Kansas,Stillwell,1,2,252.15,,
Massachusetts,West Roxbury,2,2,251.3,,
Oklahoma,Jenks,2,2,251.05,,
Minnesota,La Crescent,1,2,250.72,,
Florida,Geneva,1,2,250.61,,
New York,New Hartford,2,2,250.18,,
Illinois,Mt Prospect,1,2,249.95,,
Ohio,Chardon,2,2,249.47,,
Vermont,Pittsford,1,2,249.35,,
Florida,Sebastian,2,2,249.1,,
Washington,Friday Harbor,2,2,249.04,,
Pennsylvania,SWarthmore,1,2,249,,
Michigan,Leland,2,2,248.99,,
North Carolina,CHARLOTTE,2,2,248.85,,
New York,Mount Tremper,1,2,248.5,,
Queensland,Hendra,1,2,248,,
New York,Bardonia,2,2,247.85,,
Washington,FALL CITY,1,2,247.75,,
California,Cool,1,2,247.69,,
Indiana,Mooresville,1,2,247.5,,
New Jersey,Verona,2,2,247.35,,
Florida,Englewood,1,2,246.7,,
Florida,Port Orange,2,2,246.67,,
Pennsylvania,Bensalem,2,2,246.13,,
Michigan,Northport,1,2,245.9,,
Colorado,Craig,1,2,245.64,,
Michigan,New Baltimore,1,2,245.3,,
Pennsylvania,Murrysville,2,2,244.95,,
Pennsylvania,Reedsville,1,2,244,,
Maine,Hammond,1,2,242.96,,
Virginia,RICHMOND,2,2,242.67,,
Western Australia,Lesmurdie,1,2,241.96,,
Washington,Freeland,1,2,241.89,,
California,santa Barbara,1,2,241.8,,
Maine,Bridgton,1,2,241.63,,
Arkansas,Sherwood,2,2,241.6,,
Florida,Belleair,2,2,241.46,,
California,glendale,1,2,240.82,LA,
Missouri,House Springs,1,2,240.75,,
Massachusetts,Reading,2,2,239.95,,
Delaware,"Wilmington, DE",1,2,239.7,,
British Columbia,Langley,2,2,239.23,,
Oklahoma,Enid,2,2,239.15,,
Minnesota,Vandais Heights,1,2,239,,
Vermont,Landgrove,1,2,239,,
Oregon,Sheridan,1,2,238.95,,
California,Carmel-by-the-Sea,2,2,238.59,,
New York,Middletown,1,2,238.48,,
Illinois,GLENCOE,1,2,238.14,,
Minnesota,Northfield,1,2,237.95,,
Washington,RENTON,2,2,237.78,,
Mississippi,Starkville,2,2,237.55,,
New South Wales,Rozelle,2,2,237.33,,
Wisconsin,Ogdensburg,1,2,237.21,,
Arizona,Sahuarita,1,2,236.95,,
South Carolina,Chapin,2,2,236.75,,
Colorado,HIGHLANDS RANCH,2,2,235.98,,
Oregon,The Dalles,2,2,235.95,,
Pennsylvania,Altoona,2,2,235.9,,
Minnesota,Grand Marais,2,2,235.66,,
South Carolina,Ravenel,2,2,235.33,,
Kansas,Fairway,2,2,235.15,,
Pennsylvania,Springfield,2,2,235.1,,
Tennessee,Greenbrier,2,2,234.84,,
Maryland,Catonsville,2,2,234.27,,
New York,Dix Hills,2,2,234.17,,
Colorado,Roxborough Park,1,2,234.03,,
Florida,Pinellas Park,2,2,234.03,,
New Hampshire,Plymouth,1,2,233.73,,
North Carolina,Barnardsville,2,2,233.25,,
Massachusetts,scituate,1,2,232.37,,
Kansas,Baldwin City,1,2,232,,
Indiana,Syracuse,1,2,230.75,,
Florida,Lake City,2,2,230.68,,
New Jersey,Port Monmouth,2,2,230.15,,
California,Merced,1,2,230.01,,
Georgia,Thomasville,2,2,229.96,,
Arizona,Buckeye,2,2,229.9,,
Pennsylvania,Greencastle,1,2,229.53,,
Pennsylvania,Clinton,2,2,229.2,,
New York,Ballston Laky,1,2,228.98,,
Vermont,Jericho,2,2,228.51,,
California,Moss Beach,2,2,228.45,,
Utah,Mountain Green,2,2,228.23,,
Michigan,Maple City,1,2,227.78,,
New Hampshire,Enfield,1,2,227.55,,
Washington,mountlake terrace,1,2,226.8,,
New York,Purdys,1,2,226.69,,
Florida,Waldo,1,2,226.5,,
Tennessee,Mount Juliet,1,2,226.13,,
California,Penngrove,1,2,225.66,,
Alabama,Montgomery,2,2,225.33,,
California,Muir Beach,1,2,225.32,,
Connecticut,Old Greenwich,1,2,225.04,,
California,San pedro,2,2,224.77,,
New York,Moravia,1,2,224.58,,
Florida,Sunrise,2,2,223.88,,
Georgia,Harlem,1,2,223.46,,
Alabama,KILLEN,1,2,223.33,,
Georgia,BERKELEY LAKE,1,2,223.2,,
Virginia,Fort Belvoir,2,2,222.96,,
Hawaii,Hawi,2,2,221.48,,
Pennsylvania,Brentwood,1,2,221.43,,
Pennsylvania,Grove City,2,2,221,,
California,Brawley,2,2,220.66,,
Maryland,Monkton,2,2,220.53,,
Ohio,Galloway,1,2,219.62,,
Georgia,Jefferson,2,2,219.58,,
Massachusetts,Richmond,2,2,219.5,,
New Jersey,Lawrenceville,2,2,219.35,,
New Jersey,Margate City,2,2,219.2,,
Massachusetts,Carlisle,2,2,218.98,,
Minnesota,Fridley,2,2,218.73,,
Ontario,Thunder Bay,2,2,218.22,,
Washington,Kelso,2,2,218.05,,
Arizona,Cornville,2,2,217.74,,
Pennsylvania,Littlestown,1,2,217.73,,
Wisconsin,MADISON,1,2,217.63,,
New Jersey,Ocean city,2,2,217.55,,
California,ventura,2,2,217.49,,
Pennsylvania,Wilkes-Barre,2,2,217.35,,
Kentucky,CRESTWOOD,1,2,217.15,,
Arizona,Marana,2,2,216.98,,
New Jersey,Nutley,2,2,215.58,,
West Virginia,Kingwood,1,2,215.33,,
New York,Staten island,1,2,215.1,,
Massachusetts,Sharon,1,2,214.75,,
Nebraska,lincoln,2,2,214.73,,
Maryland,Cabin John,1,2,214.62,,
California,Idyllwild,2,2,214.27,,
New York,briarcliff manor,1,2,214.17,,
Iowa,Mason City,1,2,213.98,,
Rhode Island,Scituate,1,2,213.93,,
Mississippi,Rosedale,1,2,213.9,,
Washington,Chehalis,2,2,213.81,,
Michigan,Hancock,1,2,213.73,,
New York,Wappingers falls,1,2,213.12,,
Michigan,Midland,1,2,213.12,,
Colorado,longmont,1,2,212.81,,
California,REDONDO BEACH,2,2,212.43,,
Texas,Jonestown,1,2,212.35,,
New York,Eastchester,2,2,212.29,,
Kentucky,Danville,1,2,212.13,,
California,El Monte,1,2,211.35,,
California,"Richmond,",1,2,211.26,,
Ohio,Salem,1,2,211.2,,
Hawaii,Laie,2,2,211.04,,
South Dakota,Aberdeen,2,2,210.98,,
California,cardiff,2,2,210.65,,
Tennessee,LENOIR CITY,1,2,210.6,,
California,Barstow,1,2,210.27,,
Ontario,Kingston,2,2,210.16,,
California,Lake Balboa,2,2,209.76,,
Vermont,Bennington,1,2,209.6,,
New Jersey,Cape May,1,2,209.23,,
New Hampshire,Salem,2,2,208.75,,
Oregon,Damascus,2,2,208.73,,
New York,Glen Head,2,2,208.17,,
West Virginia,Charleston,2,2,208.15,,
Wisconsin,Stoughton,1,2,208.13,,
Missouri,Waynesville,1,2,207.93,,
North Carolina,JACKSONVILLE,1,2,207.55,,
Colorado,Morrison,1,2,207.33,,
Texas,Eldorado,1,2,206.91,,
New South Wales,NORTH BONDI,1,2,206.75,,
Oregon,Stayton,1,2,205.96,,
Hawaii,lawai,1,2,205.59,,
Arizona,Camp Verde,2,2,205.18,,
Arizona,Fountain Hills,2,2,205.09,,
California,ANAHEIM,2,2,204.97,LA,
New Jersey,Fort lee,1,2,204.83,,
California,American Canyon,2,2,204.07,,
Texas,Grapevine,2,2,203.98,,
Illinois,Princeton,2,2,203.87,,
New Jersey,Vineland,1,2,203.85,,
Pennsylvania,Venetia,1,2,202.8,,
Texas,the woodlands,1,2,202.71,,
New York,Dewitt,1,2,202.27,,
New Jersey,MONTCLAIR,1,2,202.2,,
California,dublin,1,2,202.18,,
Vermont,Waitsfirld,1,2,201.98,,
Missouri,O Fallon,1,2,201.93,,
Oregon,Troutdale,2,2,201.73,,
New Jersey,Montvale,2,2,201.7,,
Iowa,Indianola,1,2,201.35,,
North Carolina,Marshall,2,2,201.08,,
Mississippi,Bay St Louis,1,2,200.98,,
New York,Liberty,1,2,200.51,,
Ohio,Berlin Center,1,2,200.03,,
Georgia,johns creek,1,2,199.35,,
Washington,Coupeville,1,2,198.99,,
Oklahoma,Claremore,1,2,198.33,,
Ohio,Collins,1,2,197.91,,
Utah,Ivins,1,2,197.87,,
Maryland,Pikesville,2,2,197.81,,
North Carolina,chapel hill,2,2,197.57,,
New Hampshire,North Hampton,2,2,197.15,,
Washington,Seabeck,1,2,196.86,,
New South Wales,BOOROOMA,1,2,196.76,,
Virgin Islands,Christiansted,1,2,196.65,,
Maryland,Fulton,2,2,196.23,,
District of Columbia,"Washington, District Of Columbia",1,2,195.98,,
Massachusetts,Lynnfield,2,2,195.83,,
Florida,Palm Harbor,2,2,195.79,,
California,Cardiff by the Sea,1,2,195.58,,
Illinois,Bradford,1,2,195.29,,
Minnesota,Elk River,2,2,195.09,,
New York,Garrison,2,2,194.98,,
Texas,Bellevue,1,2,194.95,,
Massachusetts,Burlington,2,2,194.4,,
Northern Ireland,Belfast,1,2,193.96,,
Maryland,Cheverly,2,2,193.81,,
California,Blythe,2,2,193.78,,
Georgia,Douglasville,2,2,193.64,,
New York,Stanfordville,2,2,193.55,,
Utah,SANDY,1,2,193.41,,
Virginia,Moseley,2,2,193.38,,
Massachusetts,North Reading,2,2,192.75,,
Ohio,Fairview Park,2,2,192.27,,
New York,Forest hills,1,2,192.11,,
California,LOS ALTOS,1,2,191.88,,
Montana,Hamilton,1,2,191.73,,
California,Gaviota,1,2,191.58,,
Iowa,Cedar Falls,2,2,191.53,,
Washington,Centralia,2,2,190.8,,
Wisconsin,Fond Du Lac,2,2,190.65,,
New Jersey,Hillside,1,2,190.28,,
Texas,Red Oak,2,2,190.02,,
New Jersey,Matawan,1,2,189.85,,
California,PAUMA VALLEY,1,2,189.74,,
Massachusetts,Manomet,1,2,188.4,,
New Jersey,Emerson,1,2,188.26,,
New Jersey,Garfield,1,2,188.16,,
Virginia,Berryville,2,2,188.14,,
Washington,seatac,1,2,188.01,,
Washington,AUBURN,1,2,187.78,,
Ohio,Glendale,2,2,187.38,,
California,woodland hills,2,2,186.97,,
New Jersey,East Windsor,1,2,186.5,,
Pennsylvania,Hermitage,1,2,186.04,,
Pennsylvania,WARMINSTER,1,2,186.03,,
California,Oakley,2,2,185.94,,
Massachusetts,Lynn,2,2,185.48,,
Washington,Des Moines,2,2,185.28,,
California,SAUSALITO,1,2,184.69,,
Vermont,North Bennington,1,2,184,,
Pennsylvania,Meadowbrook,2,2,183.95,,
Hawke's Bay,WAIPUKURAU RD3,1,2,183.78,,
New York,Bellerose,1,2,183.5,,
Kentucky,Fort Mitchell,1,2,183,,
Louisiana,Mandeville,2,2,182.98,,
England,Leeds,2,2,182.56,,
Massachusetts,Lunenburg,2,2,182.55,,
North Carolina,Selma,1,2,182.47,,
New Hampshire,Canterbury,1,2,182,,
Washington,Bucoda,1,2,181.9,,
Massachusetts,Auburndale,2,2,181.53,,
California,ForesthillForesthill,1,2,181.28,,
Oregon,gresham,1,2,180.53,,
Colorado,Central City,1,2,180.51,,
Virginia,Exmore,1,2,180.33,,
Oregon,Arch Cape,2,2,179.76,,
California,Sonora,2,2,179.72,,
Texas,League city,1,2,179.17,,
Florida,Kissimmee,2,2,178.46,,
Oklahoma,Bixby,2,2,178.35,,
Texas,Mansfield,2,2,177.81,,
Minnesota,MONTICELLO,1,2,177.75,,
New York,Glendale,2,2,177.7,,
New Jersey,Princeton Junction,2,2,177.33,,
California,COTATI,1,2,177.26,,
South Dakota,Spearfish,2,2,177.03,,
Missouri,Excelsior Springs,2,2,176.96,,
Colorado,Indian Hills,2,2,176.84,,
Georgia,Martinez,2,2,176.08,,
New York,PINE PLAINS,1,2,175.88,,
Ohio,Granville,2,2,175.79,,
New Jersey,Bayonne,2,2,175.35,,
New Jersey,Mendham,2,2,174.53,,
North Carolina,Broadway,1,2,174.33,,
California,san pedro,2,2,174.28,,
Pennsylvania,Narberth,2,2,174.02,,
California,HERMOSA BEACH,2,2,173.62,,
Colorado,Alamosa,1,2,173.4,,
Michigan,BURTCHVILLE,1,2,173.21,,
Virginia,North Garden,1,2,173.16,,
Pennsylvania,Manheim,2,2,173.15,,
California,north hollywood,2,2,172.98,LA,
Oklahoma,Inola,1,2,172.8,,
New York,Salt Point,1,2,172.48,,
Indiana,Cambridge City,1,2,172.35,,
Oregon,Seaside,2,2,172.33,,
Indiana,Hobart,1,2,171.98,,
California,irvine,2,2,171.78,,
California,Challenge-Brownsville,1,2,171.7,,
Illinois,Catlin,2,2,171.25,,
Virginia,Broadlands,1,2,170.95,,
Louisiana,BATON ROUGE,2,2,170.54,,
Connecticut,Cheshire,2,2,170.2,,
Missouri,Carl Junction,1,2,169.75,,
New Jersey,Denville,2,2,169.73,,
California,Seaside,2,2,169.44,,
Massachusetts,Worthington,1,2,169.4,,
California,Nevada city,2,2,169.11,,
California,santa monica,2,2,168.96,LA,
California,BURLINGAME,2,2,168.86,,
Pennsylvania,East Norriton,1,2,168.75,,
New York,garrison,1,2,168.26,,
New Jersey,Saddle Brook,2,2,168.15,,
Illinois,OAK PARK,2,2,168.06,,
New Jersey,Robbinsville,2,2,168,,
England,Hastings,1,2,167.96,,
Massachusetts,Mendon,1,2,167.73,,
Kentucky,Owensboro,2,2,167.73,,
New York,Harriman,1,2,166.91,,
New Jersey,Millburn,1,2,166.6,,
California,Lynwood,1,2,166.22,,
New York,Nesconset,1,2,166,,
California,Tamalpais,1,2,165.87,,
Tennessee,McEwen,2,2,165.77,,
New York,Greenfield Center,1,2,165.7,,
Hawaii,Kahului,1,2,165.3,,
Wisconsin,Viroqua,1,2,165.09,,
Ohio,columbus,2,2,164.51,,
Minnesota,COTTAGE GROVE,1,2,164,,
Washington,Chimacum,1,2,163.8,,
Ohio,Bellbrook,2,2,163.65,,
New Jersey,"South Orange,",1,2,163.57,,
New Jersey,Middletown Township,2,2,163.53,,
Florida,JACKSONVILLE,2,2,163.21,,
Illinois,Pekin,2,2,163.15,,
Georgia,FLINTSTONE,1,2,162.84,,
New York,KINGSTON,1,2,162.52,,
Indiana,Greensburg,2,2,161.96,,
Oregon,Dundee,2,2,161.53,,
Illinois,Tower Lakes,1,2,161.53,,
California,coronado,1,2,161.36,,
Massachusetts,WINCHESTER,2,2,161.3,,
New York,Catskill,2,2,160.98,,
California,Garberville,2,2,160.74,,
Michigan,Byron Center,1,2,160.62,,
Ontario,Guelph,1,2,160.33,,
Oklahoma,Stillwater,2,2,159.38,,
California,VAN NUYS,2,2,159.3,,
Georgia,Kennesaw,2,2,159.14,,
New York,OSSINING,1,2,159.05,,
Ohio,Perrysburg,2,2,158.98,,
South Dakota,Burke,1,2,158.95,,
Pennsylvania,Wyndmoor,2,2,158.88,,
Colorado,Eagle,2,2,158.76,,
Nevada,Mesquite,2,2,158.53,,
Arkansas,Pine Bluff,1,2,157.96,,
Texas,Manchaca,2,2,157.92,,
New York,Mineola,1,2,157.77,,
North Carolina,Burlington,2,2,157.66,,
Colorado,LOUISVILLE,1,2,157.13,,
Maine,Moody,1,2,156.96,,
Alabama,BIRMINGHAM,1,2,156.2,,
Indiana,Fremont,1,2,156.12,,
New York,Purchase,1,2,155.94,,
Florida,Rockledge,2,2,155.93,,
Oklahoma,McAlester,2,2,155.76,,
Montana,Big Sky,1,2,155.15,,
New Jersey,Stockton,2,2,154.78,,
Massachusetts,cambridge,1,2,154.5,,
Iowa,Castana,1,2,154.4,,
Texas,Brownwood,1,2,154.14,,
Rhode Island,Portsmouth,2,2,153.98,,
New York,West Hempstead,1,2,153.69,,
Massachusetts,Taunton,2,2,153.65,,
California,menlo park,1,2,153.17,,
Hawaii,Papaikou,2,2,152.68,,
Tennessee,Tellico Plains,1,2,152.38,,
New Jersey,Kearny,1,2,152.1,,
New York,Babylon,1,2,152.01,,
Massachusetts,Hampden,2,2,151.96,,
California,Monte Sereno,2,2,151.65,,
Florida,Land O Lakes,2,2,151.56,,
Wisconsin,Reeseville,1,2,150.92,,
New York,sunnyside,1,2,150.73,,
Alaska,Girdwood,2,2,149.98,,
Minnesota,Blaine,2,2,149.95,,
Massachusetts,andover,1,2,149.95,,
Connecticut,Sandy Hook,2,2,149.56,,
Hawaii,Waimea,2,2,149.36,,
Ohio,Hopewell,1,2,149.19,,
Maine,Freedom,2,2,148.96,,
New York,Bethpage,2,2,148.54,,
Michigan,Swartz Creek,2,2,148.43,,
Minnesota,Darwin,1,2,148.35,,
Oregon,Klamath Falls,1,2,148.13,,
Georgia,College Park,2,2,147.23,,
Virginia,Chantilly,2,2,146.2,,
Iowa,Decorah,1,2,146.15,,
Ohio,North Royalton,2,2,146.05,,
New York,Highland,1,2,145.83,,
Massachusetts,West Tisbury,2,2,145.7,,
New Jersey,edgewater,1,2,145.35,,
New Jersey,Highlands,1,2,144.95,,
Texas,Presidio,1,2,144.47,,
Ohio,North Olmsted,2,2,144.22,,
Washington,Cheney,1,2,144.18,,
Florida,Saint Cloud,1,2,144.12,,
Connecticut,Wallingford,2,2,143.33,,
New York,Bridgehampton,2,2,142.3,,
Pennsylvania,Bethel Park,1,2,141.6,,
Florida,Valrico,2,2,141.48,,
Louisiana,Harahan,1,2,141.35,,
Michigan,WEST BLOOMFIELD,1,2,140.76,,
South Carolina,Tillman,1,2,140,,
Wisconsin,Amery,2,2,139.25,,
New Jersey,Hillsborough,2,2,139,,
New Hampshire,Loudon,1,2,138.75,,
Minnesota,Chaska,2,2,138.48,,
Michigan,Vicksburg,2,2,137.94,,
Texas,arlington,1,2,137.37,,
Michigan,Filion,1,2,136.78,,
New York,Shelter Island,2,2,136.3,,
Texas,conroe,2,2,135.98,,
Armed Forces Europe,DPO AE,1,2,135.75,,
California,Millbrae,2,2,135.1,,
Maryland,Greenbelt,1,2,134.8,,
Ohio,Canton,2,2,134.64,,
California,Murphys,1,2,134.32,,
California,Yreka,1,2,134.21,,
North Carolina,Stantonsburg,1,2,133.45,,
Washington,SHORELINE,1,2,133.2,,
Michigan,Harbor Springs,2,2,132.3,,
Maine,Mt Desert,1,2,132.27,,
New York,Elmhurst,2,2,131.85,,
Illinois,Hazel Crest,1,2,131.76,,
Pennsylvania,Swissvale,1,2,130.2,,
New South Wales,Wolgan Valley,1,2,129.5,,
Florida,PALM BEACH,1,2,128.75,,
Michigan,Wyoming,2,2,127.77,,
Utah,Salt Lake city,1,2,127.77,,
New York,Pelham Manor,1,2,127.68,,
Ohio,Bellville,2,2,127.14,,
New Hampshire,Concord,2,2,126.98,,
Ohio,Hebron,2,2,126.76,,
New York,Coxsackie,2,2,126.75,,
Illinois,Palos Park,2,2,125.98,,
Texas,Universal City,2,2,125.24,,
Kentucky,Covington,2,2,124.96,,
Utah,Pleasant Grove,2,2,124.89,,
Washington,VANCOUVER,2,2,124.82,,
Minnesota,Starbuck,1,2,123.65,,
New York,Fresh Meadows,2,2,123.45,,
Ohio,South Euclid,2,2,123.34,,
Pennsylvania,Morton,2,2,122.92,,
Washington,Oak Harbor,2,2,121.8,,
California,CLOVIS,1,2,121.55,,
South Carolina,Awendaw,1,2,120.55,,
Massachusetts,Boylston,2,2,120.53,,
Georgia,Lumpkin,1,2,119,,
Missouri,Sweet Springs,1,2,118.98,,
Virginia,charlottesville,1,2,118.72,,
Michigan,West Bloomfield Township,2,2,118.3,,
South Dakota,Brookings,1,2,117.98,,
Massachusetts,Peabody,2,2,117.76,,
California,Carnelian Bay,2,2,117.45,,
Maine,CUMBERLAND CENTER,1,2,117.38,,
Montana,bozeman,2,2,116.98,,
Virginia,SPRINGFIELD,1,2,116.84,,
Texas,Hutto,2,2,116.75,,
Illinois,Pocahontas,1,2,116.72,,
Maryland,Hampstead,1,2,116.39,,
Delaware,Milford,1,2,116.2,,
Maine,Southport,2,2,115.64,,
Minnesota,RICHFIELD,1,2,115.6,,
Pennsylvania,Hummelstown,1,2,115.26,,
Maryland,ANNAPOLIS,1,2,114.18,,
Minnesota,Columbia Heights,1,2,113.96,,
North Carolina,Snow Camp,1,2,113.96,,
Florida,Cantonment,1,2,113.8,,
New York,Brooktondale,2,2,112.24,,
New York,Amherst,1,2,112.03,,
Kansas,MISSION HILLS,1,2,111.96,,
Washington,Lynden,2,2,111.6,,
Pennsylvania,Philadelpia,1,2,111.55,,
New Jersey,Wall Township,1,2,111.35,,
Idaho,Sun Valley,2,2,111.1,,
Unknown Province,Warszawa,1,2,111.09,,
Connecticut,East Hartford,1,2,110.96,,
Indiana,Demotte,2,2,110.68,,
Pennsylvania,Lafayette Hill,2,2,110.58,,
Massachusetts,Wakefield,2,2,110.3,,
Minnesota,Owatonna,2,2,109.75,,
Vermont,Montgomery Center,1,2,109.65,,
Colorado,Conifer,2,2,109.52,,
Washington,Leavenworth,1,2,109.48,,
New Jersey,Mantua,1,2,108.8,,
California,West hollywood,1,2,108.67,LA,
Arizona,PHOENIX,2,2,107.44,,
Connecticut,Newington,2,2,106.13,,
Virgin Islands,Kingshill,1,2,104.15,,
Michigan,Lincoln Park,2,2,103.17,,
New Hampshire,Newbury,1,2,103,,
New Jersey,Union City,2,2,102,,
Maryland,Darnestown,1,2,100.4,,
Alaska,Sitka,2,2,100.16,,
North Carolina,Wendell,2,2,100.1,,
Illinois,ParkRidge,1,2,99.96,,
New Jersey,Florence,1,2,99.96,,
Georgia,Statesboro,1,2,99.83,,
Pennsylvania,Jamison,1,2,99.25,,
New York,cedarhurst,1,2,99,,
Oregon,Otis,2,2,98.96,,
Hawaii,kailua,1,2,98.43,,
Puerto Rico,Cabo Rojo,1,2,97.75,,
Arizona,GLOBE,1,2,97.39,,
Arizona,Globe,1,2,97.22,,
New York,Athens,1,2,97.2,,
Otago,Dunedin,1,2,97,,
Utah,Taylorsville,2,2,94.49,,
Delaware,Dover,2,2,91.96,,
Texas,Mingus,1,2,90.85,,
Massachusetts,Chelsea,2,2,89.95,,
Maryland,Millersville,1,2,88.86,,
Illinois,Carlinville,2,2,88.19,,
Florida,LAKELAND,2,2,87.58,,
Texas,PEARLAND,1,2,87.02,,
California,chula vista,1,2,86.08,,
Washington,Carlton,1,2,84.42,,
New York,Hopewell Junction,2,2,84.28,,
Massachusetts,East Wareham,1,2,83.96,,
Kentucky,Taylor Mill,1,2,83.16,,
Hawaii,kaneohe,1,2,82.48,,
Minnesota,Lino Lakes,1,2,81.98,,
Ohio,Avon,2,2,81.69,,
Colorado,Keystone,1,2,81.26,,
Washington,Bow,2,2,80.75,,
Texas,Murphy,1,2,79.02,,
Ohio,MANSFIELD,1,2,78.65,,
Florida,new port richey,1,2,76.98,,
Oregon,Williams,1,2,76.8,,
Montana,Belgrade,1,2,76.76,,
Texas,Austin Travis,1,2,75.24,,
Louisiana,New orleans,1,2,75,,
New Hampshire,North Conway,1,2,74,,
Oregon,Silverton,2,2,73.98,,
Georgia,Evans,1,2,73.93,,
California,CARDIFF,2,2,73.24,,
Illinois,Libertyville,1,2,72.65,,
Colorado,Idledale,1,2,72.25,,
New York,West Seneca,1,2,70.98,,
Oklahoma,Newalla,1,2,69.96,,
New Hampshire,Newfields,1,2,69.38,,
Michigan,Brownstown Twp,1,2,69.14,,
New Jersey,Spring Lake,2,2,68.98,,
New York,ULSTER PARK,1,2,67.18,,
Vermont,MORETOWN,1,2,67,,
Ohio,Liberty Township,1,2,65.63,,
North Carolina,Carthage,1,2,65.38,,
Kentucky,Murray,1,2,64.98,,
New Hampshire,Durham,2,2,61.73,,
California,CASTRO VALLEY,2,2,60.07,,
Connecticut,Monroe,2,2,58.35,,
New York,YORKTOWN HEIGHTS,1,2,56.22,,
Vermont,Wilmington,1,2,54.98,,
Virginia,Lanexa,2,2,53.61,,
Massachusetts,Wellfleet,1,2,53,,
California,SOQUEL,1,2,52.12,,
Florida,Jensen Beach,1,2,49,,
Alberta,Lacombe,1,2,48.6,,
